Price,Age,Mfg_Month,Mfg_Year,KM,Fuel_Type,HP,Metallic,Automatic,CC,Doors,Cylinders,Gears,QuartTax,Weight,Guarantee,BOVAG,Period
7500,59,10,1999,130000,Diesel,72,1,0,2000,4,4,5,185,1135,0,1,3
8950,67,2,1999,127000,Diesel,72,1,0,2000,5,4,5,185,1135,1,1,3
9800,67,2,1999,126800,Diesel,72,0,0,2000,5,4,5,185,1135,0,1,3
9450,66,3,1999,126452,Petrol,110,1,0,1600,5,4,5,85,1085,1,1,3
8950,62,7,1999,125175,Diesel,116,0,0,2000,5,4,5,185,1150,0,0,3
8750,68,1,1999,125000,Diesel,72,1,0,2000,3,4,5,185,1115,0,1,3
10500,61,8,1999,123000,Diesel,72,0,0,2000,5,4,5,185,1135,1,1,3
7995,59,10,1999,121626,Petrol,86,0,0,1300,5,4,5,69,1050,0,1,3
10450,64,5,1999,120400,Petrol,110,0,0,1600,5,4,5,85,1090,0,1,3
9950,66,3,1999,120000,Diesel,72,0,0,2000,4,4,5,185,1100,0,1,3
9950,68,1,1999,119541,Petrol,110,0,0,1600,3,4,5,85,1055,0,1,3
8950,68,1,1999,119500,Petrol,110,1,0,1600,5,4,5,85,1070,1,0,12
7950,68,1,1999,119289,Petrol,110,1,0,1600,4,4,5,69,1035,1,1,3
10950,57,12,1999,118833,Petrol,110,0,0,1600,3,4,6,85,1065,1,1,3
9950,64,5,1999,118000,Diesel,72,1,0,2000,5,4,5,185,1150,0,1,3
8600,68,1,1999,117955,Petrol,110,1,1,1600,4,4,5,85,1065,1,1,3
7250,65,4,1999,117609,Petrol,86,0,0,1300,3,4,5,69,1015,0,1,3
6950,68,1,1999,117000,Diesel,72,0,0,2000,3,4,5,185,1115,0,1,3
8000,64,5,1999,116000,Petrol,86,0,0,1300,5,4,5,69,1045,0,0,3
9950,58,11,1999,115715,Petrol,110,0,0,1600,5,4,5,85,1070,0,1,3
9450,60,9,1999,115191,CNG,110,1,0,1600,4,4,5,197,1079,1,1,3
7950,68,1,1999,115071,Petrol,110,1,0,1600,3,4,5,85,1055,0,1,3
9450,63,6,1999,115000,CNG,110,0,0,1600,3,4,5,197,1109,0,1,6
9950,64,5,1999,114846,Petrol,110,1,0,1600,5,4,5,85,1075,1,1,3
6950,65,4,1999,114383,Diesel,90,0,0,2000,3,4,5,64,1260,0,1,3
8250,59,10,1999,113700,Petrol,110,1,0,1600,5,4,5,19,1065,1,1,12
9950,67,2,1999,113118,Petrol,86,1,0,1300,3,4,5,69,1020,1,1,3
8250,59,10,1999,112827,Petrol,86,1,0,1300,5,4,5,69,1040,0,1,3
9950,68,1,1999,112116,Petrol,110,1,0,1600,5,4,5,85,1070,1,1,3
10500,66,3,1999,112000,Petrol,110,1,0,1600,3,4,6,85,1065,1,1,3
7950,62,7,1999,112000,Diesel,72,0,0,2000,4,4,5,64,1135,0,1,3
9750,65,4,1999,111769,Petrol,110,0,0,1600,3,4,6,85,1065,1,1,3
9250,61,8,1999,110853,Petrol,110,1,0,1600,5,4,5,85,1070,0,1,3
9500,68,1,1999,110287,Petrol,110,1,0,1600,3,4,5,69,1050,0,1,3
9950,62,7,1999,109547,Petrol,110,0,0,1600,5,4,5,85,1075,1,1,3
7750,63,6,1999,109230,Petrol,110,0,0,1600,3,4,5,69,1050,1,1,3
9500,68,1,1999,109150,Petrol,110,0,0,1600,5,4,5,85,1075,0,1,3
9950,67,2,1999,108793,Petrol,110,1,0,1600,4,4,5,69,1035,1,1,3
9750,64,5,1999,106784,Petrol,110,0,1,1600,3,4,5,19,1050,0,1,12
9750,58,11,1999,105942,Petrol,86,0,0,1300,5,4,5,69,1040,1,1,3
5950,59,10,1999,105000,Petrol,86,1,0,1300,3,4,5,19,1015,0,0,3
8500,62,7,1999,105000,Petrol,86,0,0,1300,5,4,5,69,1040,0,0,3
8495,68,1,1999,104299,Petrol,110,1,0,1600,5,4,5,85,1085,0,1,3
9250,67,2,1999,104000,Petrol,86,0,0,1300,3,4,5,69,1020,1,1,3
6900,68,1,1999,104000,Petrol,86,1,0,1300,3,4,5,19,1015,0,0,6
8950,58,11,1999,103458,Petrol,86,1,0,1300,3,4,5,69,1025,1,1,3
9500,63,6,1999,103400,Petrol,110,1,0,1600,5,4,5,85,1075,0,1,3
9250,63,6,1999,102807,Petrol,86,0,0,1300,5,4,5,85,1055,0,1,3
9895,68,1,1999,102494,Petrol,110,0,0,1600,5,4,5,85,1090,1,1,3
9950,57,12,1999,102300,Diesel,72,1,0,2000,5,4,5,185,1135,1,1,3
7950,61,8,1999,102106,Petrol,110,0,0,1600,3,4,5,69,1050,0,1,3
8750,68,1,1999,101889,Petrol,110,1,0,1600,5,4,5,85,1075,1,1,3
8250,57,12,1999,101791,Diesel,72,0,0,2000,3,4,5,185,1115,0,1,3
8950,63,6,1999,101469,Petrol,110,1,0,1600,3,4,6,85,1065,0,1,3
8950,68,1,1999,101001,Petrol,110,0,0,1600,5,4,5,85,1075,1,1,3
8950,61,8,1999,100748,Petrol,110,0,0,1600,5,4,5,85,1070,0,1,3
8950,65,4,1999,100550,Petrol,110,1,0,1600,5,4,5,85,1075,0,1,3
9450,67,2,1999,99781,Petrol,110,1,0,1600,5,4,5,85,1085,0,1,3
8950,59,10,1999,98658,Petrol,86,1,0,1300,3,4,5,69,1020,0,1,3
9250,65,4,1999,98500,Petrol,110,1,0,1600,5,4,5,85,1075,0,0,3
8750,64,5,1999,98291,Petrol,86,0,0,1300,4,4,5,69,1000,0,1,12
9950,61,8,1999,97648,Petrol,110,1,0,1600,3,4,6,85,1065,1,1,3
9950,61,8,1999,97425,Petrol,110,1,0,1600,5,4,5,85,1075,0,1,3
9900,65,4,1999,97173,Petrol,86,0,0,1300,3,4,5,69,1015,1,1,3
